"code","uri","label_en","label_fr"
"BF",,"Blast Freezer","Congélateur rapide (tunnel)"
"BW",,"Brine-freezing well","Cuve de saumure"
"IC",,"Ice storage","Stockage sur glace"
"ND",,"No dedicated storage","Aucun système de stockage dédié"
"RC",,"Refrigeration chamber","Chambre réfrigérée"
