"code","uri","label_en","label_fr"
"CI",,"Set in a circle","Calé en cercle"
"NS",,"Set in N-shape","Calé en forme de N"
"PS",,"Set in Pi-shape","Calé en forme de Pi"
"SC",,"Set in a semi-circle","Calé en demi-cercle"
"ST",,"Set pulled straight","Calé en ligne droite"
"VS",,"Set in V-shape","Calé en forme de V"
