"code","uri","label_en","label_fr"
"AB",,"Abandonment","Abandon"
"DE",,"Deployment","Mise à l'eau"
"LO",,"Loss","Perte"
"RE",,"Retrieval","Retrait"
"ST",,"Stranding","Échouage"
"TR",,"Transfer","Transfert"
