"code","uri","label_en","label_fr"
"CC",,"Retained - crew consumption","Conservé à bord - consommation de l'équipage"
"FB",,"Retained - used as bait","Conservé à bord - utilisé comme appât"
"FL",,"Retained - for landing / sale","Conservé à bord - pour être débarqué / vendue"
"FR",,"Retained - trunk and fins retained (shark only)","Tronc retenu - ailerons retenus (requin seulement)"
"UN",,"Retained - reason unknown","Conservé à bord - raison inconnue"
